XTF Segment of Deutsche Börse Group,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
db x-trackers MSCI Brazil TRN Index ETF,LU0292109344,Swap-based,Capitalizing,30.139693439,54.678832577,-0.4487868153264505,0.002311935794288887,215.31997779,54.88115
db x-trackers MSCI EM Asia TRN Index ETF,LU0292107991,Swap-based,Capitalizing,29.239855393,32.735988054,-0.10679783531301756,0.002242911608896264,359.66542490999996,40.35345
db x-trackers MSCI EM EMEA TRN Index ETF,LU0292109005,Swap-based,Capitalizing,9.848287394,6.156500033,0.5996568409341871,0.0007554359563979713,72.22932895000001,44.6857
db x-trackers MSCI EM LATAM TRN Index ETF,LU0292108619,Swap-based,Capitalizing,34.783951717,43.832155689,-0.20642845029569723,0.0026681845057285655,230.576989,64.1007
db x-trackers MSCI Emerging Markets TRN Index ETF,LU0292107645,Swap-based,Capitalizing,155.240322661,191.238451757,-0.1882368779148117,0.0119080726352879,2565.01546775,26.15255
db x-trackers MSCI Europe Mid Cap TRN Index ETF,LU0322253732,Swap-based,Capitalizing,1.98646343,2.71950604,-0.26954991061538525,0.00015237633113813297,15.41805,20.52065
db x-trackers MSCI Europe Small Cap TRN Index ETF,LU0322253906,Swap-based,Capitalizing,7.479049976,10.376597497,-0.2792386928217767,0.0005736980497756364,227.5794204,20.50055
db x-trackers MSCI Europe TRN Index ETF,LU0274209237,Swap-based,Capitalizing,60.549270539,68.904430162,-0.12125721964982994,0.004644573647058311,909.56684104,18.70345
db x-trackers MSCI Japan TRN Index ETF,LU0274209740,Swap-based,Capitalizing,30.192345677,21.197394718,0.4243422872793814,0.002315974607554456,488.88431815999996,22.7922
db x-trackers MSCI Korea TRN Index ETF,LU0292100046,Swap-based,Capitalizing,15.600946169,18.367725652,-0.1506326659827225,0.0011967071246389523,87.07790178,47.4495
db x-trackers MSCI Pacific ex Japan TRN Index ETF,LU0322252338,Swap-based,Capitalizing,7.85153363,3.62152481,1.1680187329712095,0.0006022702810829329,126.06172383999998,29.1164
db x-trackers MSCI PAN-EURO TRN INDEX ETF,LU0412624271,Swap-based,Capitalizing,1.1767,1.1025,0.06730158730158742,9.026153018595518e-05,154.77539631,21.74805
db x-trackers MSCI Russia Capped Index ETF,LU0322252502,Swap-based,Distributing,18.665146122,32.114340286,-0.41879092157041986,0.001431753760615422,133.36530679999998,86.4572
db x-trackers MSCI Taiwan TRN Index ETF,LU0292109187,Swap-based,Capitalizing,26.813977315,24.40919018,0.09851974265702568,0.002056828947755069,107.4102319,52.76915
db x-trackers MSCI USA TRN Index ETF,LU0274210672,Swap-based,Capitalizing,35.765710083,36.398711616,-0.01739076755457869,0.0027434925811836712,1160.3845423799999,20.74725
db x-trackers MSCI World TRN Index ETF,LU0274208692,Swap-based,Capitalizing,70.263049341,62.705955678,0.12051636214279648,0.005389691806790116,1412.43277399,20.8936
db x-trackers Portfolio Total Return Index ETF,LU0397221945,Swap-based,Capitalizing,9.50721107,7.62222898,0.24730063803462388,0.0007292728979171006,55.51029202,85.7181
db x-trackers Russell 2000 ETF,LU0322248658,Swap-based,Capitalizing,7.01435395,4.6106383,0.5213411882688783,0.0005380524524457371,78.81635584,49.68535
db x-trackers S&P /ASX 200 ETF,LU0328474803,Swap-based,Capitalizing,30.565974125,17.149912235,0.7822816645452064,0.0023446346529674617,69.33451434,30.0668
db x-trackers S&P 500 Shariah ETF,LU0328475362,Swap-based,Capitalizing,0.2218077,0.0087674,24.29914227707188,1.7014279263216867e-05,7.4307,33.36525
db x-trackers S&P 500 Short ETF,LU0322251520,Swap-based,Capitalizing,80.533741656,43.619973802,0.8462583682777796,0.0061775293222324805,148.24287099,26.6203
db x-trackers S&P CNX Nifty ETF,LU0292109690,Swap-based,Capitalizing,6.441550417,22.618650987,-0.7152106719051343,0.0004941142155251106,207.95164299,50.39025
db x-trackers S&P Europe 350 Shariah ETF,LU0328475107,Swap-based,Capitalizing,0.09465,0.0024028,38.39154319960046,7.260349989037696e-06,5.4486,87.912
db x-trackers S&P Global Infrastructure ETF,LU0322253229,Swap-based,Capitalizing,5.880050759,6.237250892,-0.05726884154333922,0.0004510430688182435,97.39830604000001,36.74875
db x-trackers S&P Japan 500 Shariah ETF,LU0328475289,Swap-based,Capitalizing,0.2366976,7.47e-05,3167.642570281125,1.8156443925676167e-05,3.895,167.794
db x-trackers S&P Select Frontier ETF,LU0328476410,Swap-based,Capitalizing,0.873399437,1.295072423,-0.3255979963060336,6.699614995085557e-05,15.057261625,228.5145
db x-trackers S&P U.S. Carbon Efficient ETF,LU0411076002,Swap-based,Capitalizing,0.007514,0.044868,-0.83253097976286,5.763789732448943e-07,2.13660125,23.64835
db x-trackers S&P/MIB Index ETF,LU0274212538,Swap-based,Distributing,2.786774136,3.00733659,-0.07334145926113311,0.0002137660387507463,25.9486272,29.81375
db x-trackers ShortDAX ETF,LU0292106241,Swap-based,Capitalizing,856.093865864,854.89496728,0.001402392843432576,0.06566868557465326,683.6737935,5.94435
db x-trackers SLI ETF,LU0322248146,Swap-based,Distributing,3.6408031,1.78618597,1.0383113299227178,0.00027927633119042167,16.10154,27.74245
db x-trackers SMI ETF,LU0274221281,Swap-based,Distributing,23.464568156,26.55578257,-0.11640456860390702,0.0017999046714652811,263.4104676,17.6348
Dow Jones EURO STOXX 50 Source ETF,IE00B60SWX25,Swap-based,Capitalizing,42.97680947,31.39485106,0.36891267258650906,0.003296636853295189,465.50579082,12.83225
Dow Jones EURO STOXX 50 Source ETF - Anteilklasse B,IE00B5B5TG76,Swap-based,Distributing,1.95427943,1.2146434,0.6089326546375669,0.00014990758201983195,6.6397198,27.7113
Dow Jones EURO STOXX Select Dividend 30 Source ETF ,IE00B60SX626,Swap-based,Capitalizing,0.004902,2.96652433,-0.998347561167651,3.7601939404398084e-07,17.462986129999997,23.49735
Dow Jones STOXX 50 Source ETF,IE00B60SX519,Swap-based,Capitalizing,4.05656457,2.72597761,0.48811367896745117,0.00031116828876207297,14.66439074,16.6026
Dow Jones STOXX 600 Optimised Automobiles & Parts Source ETF,IE00B5NLX835,Swap-based,Capitalizing,9.56965091,2.21763633,3.315248077668352,0.0007340624921237515,38.021577990000004,23.2459
Dow Jones STOXX 600 Optimised Banks Source ETF,IE00B5MTWD60,Swap-based,Capitalizing,19.82842574,14.6845845,0.35028851105729286,0.0015209858489597862,70.84095663,15.20445
Dow Jones STOXX 600 Optimised Basic Resources Source ETF,IE00B5MTWY73,Swap-based,Capitalizing,22.94513137,16.50762729,0.38997149420133304,0.0017600600558969678,206.90223733000002,15.7903
Dow Jones STOXX 600 Optimised Chemicals Source ETF,IE00B5MTY077,Swap-based,Capitalizing,5.02579114,3.1664956,0.5871776799563528,0.0003855150834464316,13.4400795,17.75665
Dow Jones STOXX 600 Optimised Construction & Materials Source ETF,IE00B5MTY309,Swap-based,Capitalizing,0.3865037,2.1688069,-0.8217897130445315,2.964767178085609e-05,8.08718088,24.9038
Dow Jones STOXX 600 Optimised Financial Services Source ETF,IE00B5MTYK77,Swap-based,Capitalizing,0.32367368,0,,2.482814790322019e-05,4.9653977000000005,24.2979
Dow Jones STOXX 600 Optimised Food & Beverage Source ETF,IE00B5MTYL84,Swap-based,Capitalizing,10.6522464,3.68622526,1.889743748324268,0.0008171055154090526,26.13477781,16.3529
Dow Jones STOXX 600 Optimised Health Care Source ETF,IE00B5MJYY16,Swap-based,Capitalizing,9.8271665,4.92526534,0.9952562596353438,0.000753815828743229,39.31858458,16.63925
Dow Jones STOXX 600 Optimised Industrial Goods & Services Source ETF,IE00B5MJYX09,Swap-based,Capitalizing,3.12150453,10.1848407,-0.6935146437783755,0.00023944231780419038,147.90133352,20.11435
Dow Jones STOXX 600 Optimised Insurance Source ETF,IE00B5MTXJ97,Swap-based,Capitalizing,1.70566375,8.89080262,-0.8081541315332901,0.00013083693384695718,133.96026235,21.9806
Dow Jones STOXX 600 Optimised Media Source ETF,IE00B5MTZ488,Swap-based,Capitalizing,0.9940405,0.6765453,0.4692889005362981,7.625020531725331e-05,5.74026408,18.38345
Dow Jones STOXX 600 Optimised Oil & Gas Source ETF,IE00B5MTWH09,Swap-based,Capitalizing,11.42132984,10.75885381,0.06157496343934432,0.000876099862426201,56.888062479999995,17.31075
Dow Jones STOXX 600 Optimised Personal & Household Goods Source ETF,IE00B5MTZ595,Swap-based,Capitalizing,0.01290225,0.008598,0.5006106071179346,9.896973126895047e-07,8.03099432,18.7308
Dow Jones STOXX 600 Optimised Retail Source ETF,IE00B5MTZM66,Swap-based,Capitalizing,2.23333563,3.62716914,-0.38427585155292754,0.00017131324159311143,9.32844175,18.5037
Dow Jones STOXX 600 Optimised Technology Source ETF,IE00B5MTWZ80,Swap-based,Capitalizing,1.10057836,2.78564174,-0.6049102997717144,8.442244145759246e-05,16.86445269,15.7431
Dow Jones STOXX 600 Optimised Telecommunications Source ETF,IE00B5MJYB88,Swap-based,Capitalizing,7.25949233,2.24255776,2.237148429122289,0.00055685636617575,15.01817629,13.7019
Dow Jones STOXX 600 Optimised Travel & Leisure Source ETF,IE00B5MJYC95,Swap-based,Capitalizing,2.9837839,7.788e-05,38311.58217770929,0.00022887813423830804,10.79870727,21.49145
Dow Jones STOXX 600 Optimised Utilities Source ETF,IE00B5MTXK03,Swap-based,Capitalizing,8.64179197,0.51814729,15.678253725885547,0.0006628888984115748,137.78476359,17.40935
Dow Jones STOXX 600 Source ETF,IE00B60SWW18,Swap-based,Capitalizing,0.50675994,1.00565629,-0.4960903192879149,3.8872208397503894e-05,20.75176573,28.7127
Dow Jones STOXX Mid 200 Source ETF,IE00B60SX063,Swap-based,Capitalizing,0.313585,0.03701,7.472980275601188,2.4054272068804925e-05,14.07213661,34.6573
Dow Jones STOXX Small 200 Source ETF,IE00B60SWZ49,Swap-based,Capitalizing,0.4715,0.2441424,0.9312499590402976,3.616751209541758e-05,20.42860408,44.14085
Easy ETF NMX Infrastructure Europe,LU0315455286,Swap-based,Capitalizing,1.7122539,0.05717207,28.94913250473527,0.00013134244674162444,2.3814727,89.3436
Easy ETF NMX30 Infrastructure Global,LU0315440411,Swap-based,Capitalizing,1.0741699,1.34016654,-0.19848028738279055,8.239671866550051e-05,14.54036,97.04635
EasyETF - iTraxx Crossover,LU0281436138,Swap-based,Capitalizing,0.14291592,2.724146598,-0.9475373608362614,1.096270045647451e-05,60.61390200000001,70.0713684211
EasyETF - iTraxx Europe HiVol,LU0281436302,Swap-based,Capitalizing,1.0473093,0.01169545,88.54843977786233,8.033631341546833e-05,54.38125093,69.9152631579
EasyETF DJ STOXX 600,FR0010616250,Swap-based,Capitalizing,0.0070988,0.51480426,-0.9862106813179828,5.445300845449635e-07,186.76947764000002,58.04885
EasyETF DJ STOXX 600 Double Short,FR0010689687,Swap-based,Capitalizing,1.74477847,0.06721546,24.957993443770224,0.0001338373200796377,6.670879319999999,59.13345
EasyETF EPRA Eurozone,LU0192223062,Swap-based,Distributing,0.36279287,0.354765132,0.022628317373647677,2.782887701772271e-05,170.2943749,140.7277
EasyETF EURO STOXX 50 (A share),FR0010129064,Swap-based,Capitalizing,2.69946525,0.5236867,4.154733259408727,0.0002070688061092989,161.65317795,35.1421
EasyETF EURO STOXX 50 (B share),FR0010129072,Swap-based,Capitalizing,1.3003222,2.8532602,-0.5442679220072533,9.974426064992577e-05,609.18832148,31.931
EasyETF EURO STOXX 50 Double Short,FR0010689695,Swap-based,Capitalizing,3.24348365,3.00179519,0.08051464030762201,0.00024879901196747434,8.72515722,62.1732
EasyETF EuroMTS Eonia,FR0010616268,Swap-based,Capitalizing,0,0.00609048,-1,0,54.722563199999996,3.5739
EasyETF GS Ultra-Light Energy,LU0246046329,Swap-based,Capitalizing,0.49484759,2.06032104,-0.7598201540474488,3.7958443683379084e-05,25.2128394,45.859
EasyETF GSAL,LU0252701189,Swap-based,Capitalizing,6.838703269,5.681187772,0.2037453334503163,0.0005245787554581744,79.63267755,54.12425
EasyETF GSNE,LU0230484932,Swap-based,Capitalizing,1.930704378,2.20873254,-0.12587678995302898,0.00014809920242627925,45.94170330000001,47.9516
EasyETF Russell 1000 (EUR),FR0010616292,Swap-based,Capitalizing,0.00997426,1.02547166,-0.9902734903468712,7.650989802605296e-07,66.54685072,35.1713
EasyETF S&P 100 (EUR),FR0010616300,Swap-based,Capitalizing,0,0.01270752,-1,0,27.35574219,48.66595
EasyETF S&P GSCI Capped 35/20,LU0203243414,Swap-based,Capitalizing,12.0375609,27.457356171,-0.5615906781034559,0.0009233693095441691,256.85035065,44.58285
EasyETF S&P GSCI Light Energy Dynamic TR,LU0309198074,Swap-based,Capitalizing,0.064344,0.14786986,-0.5648606145971871,4.935657260376562e-06,3.4191,174.3142
EasyETF STOXX 50 Europe (A share),FR0010153387,Swap-based,Capitalizing,0,0,,0,0.6225249,50.6262
EasyETF STOXX 50 Europe (B share),FR0010148858,Swap-based,Capitalizing,0.01893264,0.00643374,1.9427113933730613,1.4522725051923366e-06,58.19607972,44.95535
ETFlab DAX,DE000ETFL011,Full Replication,Capitalizing,223.52307338,269.99886973,-0.17213329965594304,0.01714586099697998,1332.7664671,6.5882
ETFlab DAX (Preisindex),DE000ETFL060,Full Replication,Distributing,10.43768029,9.15255037,0.14041222042463342,0.0008006467192718487,50.38213519,11.79395
ETFlab DAXplus® Maximum Dividend,DE000ETFL235,Full Replication,Distributing,2.33046067,1.855726,0.25582153292026955,0.00017876344532369025,24.299300640000002,37.63495
ETFlab Deutsche Börse EUROGOV®  Germany,DE000ETFL177,Full Replication,Distributing,8.00736646,6.86088165,0.1671045892476517,0.0006142238033817413,85.49680759,8.42805
ETFlab Deutsche Börse EUROGOV®  Germany 10+,DE000ETFL219,Full Replication,Distributing,9.173825,1.4968158,5.128893748983677,0.0007036997383854596,31.256699649999998,23.6193
ETFlab Deutsche Börse EUROGOV®  Germany 1-3,DE000ETFL185,Full Replication,Distributing,1.12457385,0.3129807,2.593109255618637,8.626307173290629e-05,41.50974618,9.4517
ETFlab Deutsche Börse EUROGOV®  Germany 3-5,DE000ETFL193,Full Replication,Distributing,4.44456919,4.83341737,-0.08044994881126932,0.0003409310921277737,73.20068393000001,9.4224
ETFlab Deutsche Börse EUROGOV®  Germany 5-10,DE000ETFL201,Full Replication,Distributing,2.9620132,4.40226533,-0.32716159114380317,0.00022720816169201808,97.3369945,8.83065
ETFlab Deutsche Börse EUROGOV®  Germany Money Market,DE000ETFL227,Full Replication,Distributing,36.52004669,9.86417959,2.7022893142601427,0.0028013557378277617,238.46085968,8.08995
ETFlab DJ EURO Stoxx 50,DE000ETFL029,Full Replication,Distributing,85.670267518,142.785801647,-0.4000084985354706,0.00657153857195106,1815.52305908,9.30155
ETFlab DJ EURO STOXX 50 Short,DE000ETFL334,Swap-based,Capitalizing,7.4956895,1.85825114,3.0337332982881957,0.0005749744234459057,5.23221329,13.54625
ETFlab DJ EURO STOXX Select Dividend 30,DE000ETFL078,Full Replication,Distributing,1.77725371,4.638432223,-0.6168417205306225,0.0001363284094444343,13.5303161,44.32235
ETFlab DJ STOXX 50,DE000ETFL250,Full Replication,Distributing,0.02140845,0.01040627,1.0572645145666986,1.6421853113873646e-06,51.5889016,58.98055
ETFlab DJ STOXX Strong Growth 20,DE000ETFL037,Full Replication,Distributing,0.00162586,0.27957804,-0.9941845933249979,1.2471540024486877e-07,1.89255561,59.65765
ETFlab DJ STOXX Strong Style Composite 40,DE000ETFL052,Full Replication,Distributing,0.12208214,1.9691284,-0.9380019403508679,9.364596553731627e-06,10.975370980000001,42.02465
ETFlab DJ STOXX Strong Value 20,DE000ETFL045,Full Replication,Distributing,0.08590377,0.319941075,-0.731501277227377,6.589449926865259e-06,3.37819187,59.38325
ETFlab iBoxx € Liquid Sovereign Diversified 10+,DE000ETFL169,Full Replication,Distributing,0.1337764,0.0104291,11.827223825641713,1.0261632163481271e-05,4.41223297,30.6121
ETFlab iBoxx € Liquid Sovereign Diversified 1-10,DE000ETFL110,Full Replication,Distributing,0.00010429,0.01770649,-0.9941100692457964,7.999808772918557e-09,3.8033281299999997,15.9304
ETFlab iBoxx € Liquid Sovereign Diversified 1-3,DE000ETFL128,Full Replication,Distributing,1.80486545,2.73012563,-0.3389075469028874,0.00013844643264788184,65.83615243,17.5906
ETFlab iBoxx € Liquid Sovereign Diversified 3-5,DE000ETFL136,Full Replication,Distributing,2.1870309,0.73151906,1.9897114369104747,0.00016776132879915587,10.38581009,12.61895
ETFlab iBoxx € Liquid Sovereign Diversified 5-7,DE000ETFL144,Full Replication,Distributing,0.66478763,0.62263271,0.06770431318971348,5.0994092574568366e-05,20.83489632,14.3054
ETFlab iBoxx € Liquid Sovereign Diversified 7-10,DE000ETFL151,Full Replication,Distributing,0.0451855,1.0323506,-0.9562304705397565,3.4660596347560786e-06,53.0274877,16.1013
ETFlab iBoxx EUR Liquid Germany Covered Diversified,DE000ETFL359,Full Replication,Distributing,0.60000178,0.43490241,0.3796239482784196,4.602454217480823e-05,0,13.7532
ETFlab MSCI Europe,DE000ETFL284,Full Replication,Distributing,0.008865,0.0132452,-0.3307009331682421,6.800105932680314e-07,17.57455027,35.4093125
ETFlab MSCI Europe LC,DE000ETFL086,Full Replication,Distributing,4.39817,0.2850632,14.428754044717103,0.00033737193355822426,34.08582548,18.17205
ETFlab MSCI Europe MC,DE000ETFL292,Full Replication,Distributing,0.00087057,0.00020685,3.2087019579405363,6.67791113571743e-08,4.99536691,53.3856875
ETFlab MSCI Japan,DE000ETFL300,Full Replication,Distributing,0.1357978,0.4651221,-0.7080383838996255,1.0416688386068075e-05,11.899195104632607,238.77605
ETFlab MSCI Japan LC,DE000ETFL102,Full Replication,Distributing,0.41893213,0.20451103,1.048457386381556,3.213517047493966e-05,29.033329130280208,54.74935
ETFlab MSCI Japan MC,DE000ETFL318,Full Replication,Distributing,0,0.8386644,-1,0,19.163065150520477,158.1903
ETFlab MSCI USA,DE000ETFL268,Full Replication,Distributing,0.1650933,2.18432326,-0.9244190166248561,1.2663868344904354e-05,26.093318376383763,105.37745
ETFlab MSCI USA LC,DE000ETFL094,Full Replication,Distributing,3.7096057,1.32811681,1.7931321040955726,0.0002845539958090774,56.03301679704797,58.08585
ETFlab MSCI USA MC,DE000ETFL276,Full Replication,Distributing,0.01862944,0.0002096,87.88091603053435,1.4290148388777434e-06,6.750904627306273,130.67225
ETFX DAX® 2x Long Fund,DE000A0X8994,Swap-based,Distributing,20.70674486,21.4999116,-0.03689162796371681,0.0015883593747206273,12.1093601,24.49315
ETFX DAX® 2x Short Fund,DE000A0X9AA8,Swap-based,Distributing,43.15140999,36.19695201,0.1921282758304821,0.0033100299952230072,21.14096,33.0263
ETFX DAXglobal Alternative Energy Fund,DE000A0Q8M94,Swap-based,Capitalizing,0.06114628,0.30750192,-0.801151550533408,4.69036865639404e-06,7.07278466,193.6053
ETFX Dow Jones EURO STOXX 50 Leveraged (2x) Fund,DE000A0X9AB6,Swap-based,Distributing,9.11198529,5.73729854,0.5882013505959198,0.0006989561785563989,7.33884242,25.7046
ETFX Dow Jones EURO STOXX Double Short (2x) Fund,DE000A0X9AC4,Swap-based,Distributing,2.82463531,2.38417714,0.1847422167633066,0.00021667026880078173,9.0813241,28.513
ETFX Janney Global Water Fund,DE000A0Q8M86,Swap-based,Capitalizing,0.003162,0.0376381,-0.9159893830985092,2.4254861770034015e-07,8.03532824,177.81545
ETFX Russell 1000 Fund,DE000A0Q8ND6,Swap-based,Capitalizing,0.0144517,0.003452,3.1864716106604867,1.108551504876662e-06,5.30725,25.38885
ETFX Russell 2000 Fund,DE000A0Q8NE4,Swap-based,Capitalizing,0.38195224,0.82831714,-0.5388816413964342,2.9298541378731365e-05,12.564468799999998,21.13755
ETFX Russell Global Gold Fund ETF,DE000A0Q8NC8,Swap-based,Capitalizing,1.65657266,0.42092407,2.935561727320559,0.00012707128678152296,32.02190306,196.79055
ETFX S-Net ITG Global Agri Business Fund,DE000A0Q8NA2,Swap-based,Capitalizing,0.21952564,0.5096755,-0.5692835147069066,1.6839228504675047e-05,23.53775956,191.9961
ETFX WNA Global Nuclear Energy Fund,DE000A0Q8M37,Swap-based,Capitalizing,0.5528587,0.19958154,1.7700893579636676,4.240832178007813e-05,23.959640739999998,174.79295
FTSE 100 Source ETF,IE00B60SWT88,Swap-based,Capitalizing,1.22723274,1.71870136,-0.28595347128834525,9.413776239203066e-05,88.644537389386,10.9629
FTSE 250 Source ETF ,IE00B60SWV01,Swap-based,Capitalizing,2.4920773,0.73944262,2.3702105242459517,0.0001911606275513586,24.932511168892997,38.6818
iShares $ Corporate Bond,DE000A0DPYY0,Full Replication,Distributing,2.09426484,0.351383038,4.960062420542907,0.00016064549084137384,478.47262363342196,95.82155
iShares $ TIPS,DE000A0LGQF7,Full Replication,Capitalizing,0.20424591,1.27963914,-0.8403878846656723,1.5667161018800785e-05,442.06384761429655,30.8346
iShares $ Treasury Bond 1-3,DE000A0J2078,Full Replication,Distributing,40.88486476,16.455840795,1.4845199506562192,0.0031361693334608946,291.5416198625317,10.81255
iShares $ Treasury Bond 7-10,DE000A0LGQB6,Full Replication,Distributing,17.556762548,2.076459336,7.455143928713081,0.00134673260193248,166.24129815770695,18.65255
iShares € Corporate Bond,DE0002511243,Full Replication,Distributing,58.657310263,130.40440544,-0.5501891974808424,0.004499446401742766,3237.900822,7.3699
iShares € Covered Bond,DE000A0RFEE5,Full Replication,Distributing,2.12954456,0.24801356,7.586403743408223,0.00016335170441469926,49.88104668,34.10085
iShares € Government Bond 1-3,DE000A0J21A7,Full Replication,Distributing,28.920767074,13.98884745,1.0674160024527253,0.0022184351918507943,511.79241234000006,5.4504
iShares € Government Bond 15-30,DE000A0LGQC4,Full Replication,Distributing,19.88013491,4.22661965,3.70355427179259,0.0015249523219850651,179.73943792,20.9244
iShares € Government Bond 3-5,DE000A0LGQD2,Full Replication,Distributing,10.947957363,12.82899359,-0.14662383403685209,0.0008397887175957974,473.53256648,7.16475
iShares € Government Bond 7-10,DE000A0LGQH3,Full Replication,Distributing,16.89728783,8.24787547,1.0486836751428306,0.00129614604871957,432.09340776000005,8.5811
iShares € Inflation Linked Bond,DE000A0HG2S8,Full Replication,Capitalizing,14.024642378,17.164663278,-0.182935187783414,0.0010757930495020592,605.91937194,20.3141
iShares ATX (DE),DE000A0D8Q23,Full Replication,Distributing,9.815258152,14.861315627,-0.3395431199800598,0.0007529023710118897,49.68787632,22.8409
iShares Barclays Euro Aggregate Bond ETF,DE000A0RM447,Full Replication,Distributing,1.24504516,0.5872772,1.1200297917235678,9.550410579775422e-05,93.00617977881201,38.29185
iShares Barclays Euro Corporate Bond 1-5,DE000A0YEEZ9,Full Replication,Distributing,0.16940475,1.61450803,-0.8950734546671781,1.2994588217701359e-05,47.902283800000006,31.45475
iShares Barclays Euro Corporate Bond ETF,DE000A0RM454,Full Replication,Distributing,3.5368168,13.23461266,-0.7327600821526423,0.0002712998184374891,696.297768091875,38.70455
iShares Barclays Euro Corporate Bond ex-Financials,DE000A0YEEX4,Full Replication,Distributing,1.13347306,5.39687622,-0.7899760873151914,8.694570648436899e-05,20.053053099999996,32.2498
iShares Barclays Euro Corporate Bond ex-Financials 1-5,DE000A0YEEY2,Full Replication,Distributing,8.2379166,0.97157765,7.4789070641960524,0.0006319086919863017,19.69667756,24.8887
iShares Barclays Euro Government Bond 10-15,DE000A0YBRX2,Full Replication,Distributing,0,0,,0,13.084551300000001,20.6115
iShares Barclays Euro Government Bond 5-7,DE000A0YBRY0,Full Replication,Distributing,0,0.0146924,-1,0,20.637243520000002,11.33305
iShares Barclays Euro Treasury Bond,DE000A0YBRZ7,Full Replication,Distributing,0.26050482,0,,1.998263250957493e-05,7.232672472600001,11.82945
iShares Barclays Euro Treasury Bond 0-1 ETF,DE000A0RM462,Full Replication,Distributing,0.3102136,0.0972977,2.188293248452944,2.379566093353771e-05,26.123780024412,12.3233
iShares Citigroup Global Government Bond ETF ,DE000A0RM439,Full Replication,Distributing,11.56490353,13.8841479,-0.16704261483702576,0.0008871130186715005,114.92016641358711,24.41875
iShares DAX (DE),DE0005933931,Full Replication,Capitalizing,1425.706907559,1484.37736547,-0.039525298132273234,0.10936218838528212,2600.1052420499996,4.35105
iShares DivDAX (DE),DE0002635273,Full Replication,Distributing,37.793520528,32.307337536,0.16981229065647274,0.002899040531972116,171.10018992000002,20.64405
iShares DJ Asia Pacific Select Dividend 30 (DE),DE000A0H0744,Full Replication,Distributing,1.135688946,4.146017621,-0.7260771540748838,8.711568121121323e-05,70.16412358999999,78.54165
iShares DJ Asia/Pacific Select Dividend,DE000A0J2086,Full Replication,Distributing,0.32958138,1.396322008,-0.7639646312872553,2.5281311871843936e-05,112.81994824518,36.35485
iShares DJ China Offshore 50 (DE),DE000A0F5UE8,Full Replication,Distributing,10.08155501,18.033350905,-0.4409494351266271,0.000773329295365414,42.469363200000004,37.38195
iShares DJ EURO STOXX (DE),DE000A0D8Q07,Full Replication,Distributing,27.160174627,28.573322416,-0.04945689438651657,0.002083384823617553,448.76469785,18.95265
iShares DJ EURO STOXX 50,IE0008471009,Full Replication,Distributing,386.312711478,358.887701755,0.07641668853206363,0.02963302155884226,3920.9145,7.9262
iShares DJ EURO STOXX 50 (DE),DE0005933956,Full Replication,Distributing,1018.192177511,949.689224126,0.07213196869538385,0.07810281632150298,3955.6615900399997,7.39305
iShares DJ EURO STOXX Banks (DE),DE0006289309,Full Replication,Distributing,23.076219386,43.225440442,-0.46614264308159625,0.0017701154692675812,117.51997716,17.48405
iShares DJ EURO STOXX Growth,DE000A0HG3L1,Full Replication,Distributing,1.52763471,1.13725783,0.3432615451854044,0.00011718079926045541,30.1128,21.40715
iShares DJ EURO STOXX Health Care (DE),DE0006289333,Full Replication,Distributing,1.12087493,2.105749408,-0.4677073512443318,8.597933740874938e-05,6.057288,19.7668
iShares DJ EURO STOXX MidCap,DE000A0DPMX7,Full Replication,Distributing,0.34311897,0.655518418,-0.4765685286969312,2.631974442766113e-05,129.7704,34.5686
iShares DJ EURO STOXX Select Dividend,DE000A0HG2P4,Full Replication,Distributing,2.24927752,2.01677926,0.11528195703480226,0.0001725361016130453,391.17999000000003,26.0556
iShares DJ EURO STOXX Select Dividend 30 (DE),DE0002635281,Full Replication,Distributing,18.323651826,30.267139655,-0.39460246211362726,0.0014055586406130972,341.93310144,19.58045
iShares DJ EURO STOXX SmallCap ,DE000A0DPMZ2,Full Replication,Distributing,6.189881825,5.570789445,0.11113189362338205,0.00047480938658513877,366.04542,19.7394
iShares DJ EURO STOXX Sustainability 40 (DE),DE000A0F5UG3,Full Replication,Distributing,5.34696162,8.32059214,-0.3573820792999476,0.0004101512175293395,61.618373000000005,25.6028
iShares DJ EURO STOXX Technology (DE),DE0006289325,Full Replication,Distributing,2.03271376,0.64759344,2.138873302978486,0.0001559240710526442,12.435663,24.78255
iShares DJ EURO STOXX Telecommunications (DE),DE0006289317,Full Replication,Distributing,3.236348598,1.398709324,1.3138106985265225,0.00024825170108834087,28.647045100000003,20.67275
iShares DJ EURO STOXX Value,DE000A0HG2N9,Full Replication,Distributing,1.493985103,1.43059426,0.04431084673861352,0.00011459962732370345,57.4868,10.89545
iShares DJ Global Titans 50 (DE),DE0006289382,Full Replication,Distributing,5.065540114,6.431119835,-0.21233933685516526,0.00038856412161806565,68.27601182,43.4434
iShares DJ Industrial Average (DE),DE0006289390,Full Replication,Distributing,62.105070632,29.512612054,1.1043569616394753,0.004763914938005563,170.18701986000002,15.4523
iShares DJ STOXX 50,IE0008470928,Full Replication,Distributing,37.625464843,68.33680965,-0.4494114513728986,0.0028861494269457294,764.9529,12.8314
